0	0	0	0	0	0	0	0	0	0	0	0
-0.0404188696392681	-0.0441679830245464	-0.0428599453849116	-0.0388451001900224	-0.0358203876947594	-0.0244120997308104	-0.0306303666577817	-0.0421257919115896	-0.0497048125538071	-0.0230858326883373	-0.0371764093364340	-0.0432637393431385
-0.0917422010991138	-0.0939184415414911	-0.0901623719464226	-0.0698111034315762	-0.0487230082984007	-0.0672124694132329	-0.0741384460219835	-0.0921987261954958	-0.0965994736022513	-0.0767027856180554	-0.0814019852294802	-0.0970632699971626
-0.119157141518277	-0.124765153239761	-0.116808932392660	-0.0801850372380448	-0.0463633933196974	-0.0992514381483143	-0.0992516605628523	-0.119660197730624	-0.121948498306617	-0.0728942865587226	-0.106301302979999	-0.126480403010690
-0.132393218429578	-0.134556760240068	-0.124818651111478	-0.0807452385149863	-0.0530298904054416	-0.112240104383899	-0.109605161496772	-0.129870575548699	-0.126409044102287	-0.0428518474682037	-0.116930513071921	-0.139408101296406
-0.134108893373516	-0.136903665234816	-0.128553037421789	-0.0865893131671923	-0.0608800387040805	-0.118853989265736	-0.112268412940245	-0.135064329268878	-0.129471594801696	0.0190452429495295	-0.116542625487268	-0.148648617306745
-0.136500671124858	-0.131644557829090	-0.125122526299084	-0.0908639100657076	-0.0702153898772640	-0.118024267748337	-0.109519042111735	-0.128925475171232	-0.128872401503515	0.102823010112429	-0.116229224810417	-0.150610581054278
-0.136712429770603	-0.137391956710699	-0.128899433367586	-0.0919446897891935	-0.0712429326546484	-0.117502907919613	-0.107786234278224	-0.128110418788525	-0.131901329119023	0.0102254525194807	-0.119889470780658	-0.150051793509777
-0.138722339871761	-0.143259895969174	-0.135293307018720	-0.0896489792762043	-0.0691876680617747	-0.125679673687946	-0.116521008567928	-0.137127489403131	-0.139885337153161	-0.139767861420588	-0.126565223690589	-0.148667652580537
-0.141358027174924	-0.143841853701844	-0.134995254060211	-0.0910746404238346	-0.0681478110369762	-0.130842720385927	-0.121308658851925	-0.138758726216210	-0.143548872948223	-0.189509990793354	-0.132370870866284	-0.148907889887459
-0.138240012076770	-0.139051208265883	-0.131864827079739	-0.0923106179675986	-0.0665891113063791	-0.126517735794523	-0.118789419640950	-0.140575712831027	-0.142680073138797	-0.200629755130454	-0.129766154500846	-0.148953324870611
-0.137126783589481	-0.137811484098140	-0.134075286292049	-0.0891975811917439	-0.0656676705599518	-0.123436728400362	-0.116582119047910	-0.136524195146845	-0.137414940441522	-0.197419082411603	-0.131008841852952	-0.147565470176018
-0.136663038670063	-0.136320234787321	-0.128891619300678	-0.0839295650371829	-0.0652018283785324	-0.116507585785250	-0.115660312659072	-0.134239704578787	-0.130701650705460	-0.192559894372588	-0.127564623330359	-0.146515325989011
-0.137092449026673	-0.137620962137673	-0.124131923410848	-0.0753163099135985	-0.0622355199978086	-0.115946042773026	-0.113908020146306	-0.131202335929124	-0.129703824086188	-0.189654551103242	-0.122631882230152	-0.142290606911656
-0.133830025528202	-0.134986842073038	-0.120143470120349	-0.0797467844923588	-0.0556975968320104	-0.117811993000078	-0.109388510437516	-0.128420015589957	-0.130051376321940	-0.190495350310985	-0.119286485285919	-0.138774957868260
-0.131366266296959	-0.130683433621116	-0.119773944414223	-0.0751192060052276	-0.0514849731671641	-0.119082786289851	-0.107997267481279	-0.128587341853388	-0.128103765215514	-0.184140396340195	-0.117148367304385	-0.137566390403746
-0.128154784690733	-0.124289770135675	-0.114731642621634	-0.0667028180864106	-0.0448078773989818	-0.110242622515876	-0.102157093913854	-0.123966414818398	-0.120901246884697	-0.183520896421781	-0.113296232897990	-0.130744717965597
-0.122823217774549	-0.119664064990865	-0.113063973113634	-0.0592150673446748	-0.0371680664823134	-0.103720484733215	-0.0967239054494333	-0.120731429552108	-0.115991276410410	-0.177769278116033	-0.109140576028584	-0.127055338091469
-0.114973552039539	-0.112923215510496	-0.104034987287204	-0.0480122368584329	-0.0218491831518879	-0.0954306853111840	-0.0916412925121350	-0.114621444740377	-0.110877534445619	-0.170136449914288	-0.104289758978670	-0.117198056157577
-0.104799573938085	-0.104725792455323	-0.0937252422862799	-0.0294637694963854	-0.00506143647172567	-0.0876087321952035	-0.0815079238433209	-0.103273477045041	-0.0997361891802186	-0.156529565711323	-0.0948322059395293	-0.109433584763930
-0.0902655037829915	-0.0904487276540467	-0.0803059978822693	-0.0131541992896669	0.000106216584222570	-0.0792906976437379	-0.0723250329967229	-0.0911666814818521	-0.0866410532363929	-0.143684176823039	-0.0835386869170196	-0.0978202152226032
-0.0800759270884190	-0.0776056570298290	-0.0686943233852760	-0.00665384529126708	0.00323141586212361	-0.0640474907283778	-0.0575300032307103	-0.0763542241258702	-0.0704455043863615	-0.135454157688040	-0.0688223230053307	-0.0832002348390474
-0.0711933833008021	-0.0692007839868110	-0.0603109199828804	-0.00687217985542366	0.00633125680094567	-0.0538430058241813	-0.0496519660696881	-0.0660478139127364	-0.0621459851139525	-0.123584314774615	-0.0609955740348921	-0.0743460123821606
-0.0701256143494502	-0.0694283677284304	-0.0601120814039385	-0.0172537492637744	0.000431293383275522	-0.0550023927163109	-0.0465839042381315	-0.0654805692007687	-0.0601108010819121	-0.118822299874310	-0.0610307246723882	-0.0728587242594941
-0.0777117450868748	-0.0754147592556586	-0.0645496229713251	-0.0349284814662153	-0.0117604140359485	-0.0580285137025927	-0.0486423042757731	-0.0709218839890803	-0.0663103764918310	-0.127732127632587	-0.0645987634528299	-0.0791198510603342
-0.0875847115040606	-0.0860739035250423	-0.0764585874751174	-0.0458295884150682	-0.0258993984891023	-0.0665384937166296	-0.0601801572019887	-0.0831040168034747	-0.0810058489043073	-0.142002688702390	-0.0751727866050354	-0.0906775530295683
-0.0981431377780306	-0.100039700608247	-0.0896613866980239	-0.0554567326390283	-0.0314691184877721	-0.0810318211893131	-0.0745649305770111	-0.0937777094390483	-0.0965701722429116	-0.153241230625150	-0.0872601860093363	-0.103249464497908
-0.109800551834382	-0.114248143596917	-0.101752791890811	-0.0669308179182706	-0.0430738273359781	-0.0909215928795810	-0.0844894871046456	-0.109319559440436	-0.110364462683166	-0.165684372606846	-0.0980645633302283	-0.115750587975722
-0.122214578598595	-0.123916646226624	-0.110595099802944	-0.0736312384180432	-0.0493589215138205	-0.0989730118834322	-0.0945219669163773	-0.118408189199103	-0.114201498115148	-0.175397220454315	-0.106011086344198	-0.124115676834423
-0.127056152510029	-0.126993566218084	-0.115741706689314	-0.0736727535245477	-0.0527798426536981	-0.106873009107046	-0.100904161602771	-0.123153154024253	-0.120439745474003	-0.178855741146096	-0.110576284797726	-0.127154024112439
-0.134142892111170	-0.127197481294376	-0.119394436883866	-0.0763838985803859	-0.0560366588905622	-0.112110691320248	-0.102731610222976	-0.126946410042727	-0.124719698141038	-0.180295017302675	-0.114626474759276	-0.130092846399570
-0.133884419205251	-0.133295897955442	-0.124222085368878	-0.0777016334509569	-0.0531818811912166	-0.114389592319324	-0.105181754274067	-0.127415815208282	-0.125802766262628	-0.179236001330095	-0.118860683514575	-0.132517163915508
-0.132490544523071	-0.132423377324460	-0.124470300220425	-0.0812329054875906	-0.0541757290231761	-0.115371648140342	-0.103764163028281	-0.124731472921745	-0.123354014306350	-0.183804368401951	-0.120424140711867	-0.134801420079720
-0.132721714814394	-0.132657637472731	-0.121737084950053	-0.0823187501226235	-0.0567123466388877	-0.114265100215178	-0.104866543201839	-0.126884266664082	-0.123472046667158	-0.183813475273971	-0.122519556924691	-0.137024992033179
-0.133070997467069	-0.127188742697839	-0.119688865725344	-0.0845051435051580	-0.0563439735893633	-0.111570851669086	-0.104087032211908	-0.125728365655771	-0.120471807121464	-0.181904408271265	-0.110848165272901	-0.135977882604374
-0.126664503158211	-0.126009946735228	-0.116439637570238	-0.0815219206488365	-0.0616831595742248	-0.111235953782451	-0.103664658719843	-0.126112625054164	-0.120805622127335	-0.179516995192854	-0.0737289765046627	-0.132059823209695
-0.126721701771082	-0.125956443864173	-0.117272506234244	-0.0769863713784171	-0.0604367563850267	-0.107766886919007	-0.103482035452195	-0.125491896195297	-0.119930279003536	-0.180564256697391	-0.100081566375734	-0.128313650437753
-0.127659398189048	-0.127119050885647	-0.113431684509403	-0.0772176335921193	-0.0566504387265158	-0.107070738022078	-0.102307937380208	-0.124919336210336	-0.121521301983969	-0.179724294753328	-0.111468390996435	-0.131377406884694
-0.128816223476826	-0.126436064160118	-0.115972151365528	-0.0779031460534034	-0.0582673145914046	-0.108926340178179	-0.102268680264285	-0.124891580634957	-0.118924498293930	-0.178155304039356	-0.113294760684070	-0.134364285108693
-0.133925447680707	-0.127321297439749	-0.118194579053489	-0.0798693472050488	-0.0566383138761573	-0.110765806901525	-0.103066808444102	-0.127908521211021	-0.116910400021493	-0.175155892358124	-0.114504823840964	-0.135011682946879
-0.131735383746402	-0.131202799511941	-0.117450539623949	-0.0816025233687299	-0.0604073485544454	-0.113265626333160	-0.102997963384016	-0.125023106668074	-0.119649575423039	-0.175326920088792	-0.114835432896371	-0.133645222978579
-0.128377995427511	-0.131706429903372	-0.120144839176197	-0.0735020488285098	-0.0626065123196438	-0.110450696087454	-0.101688486927999	-0.120666825503534	-0.121573318446373	-0.174744965786519	-0.112583729787262	-0.131428955843931
-0.127706100896588	-0.128331658502176	-0.117478073686136	-0.0703315010569407	-0.0598506231333388	-0.107433159837754	-0.0984301718756461	-0.119320785145040	-0.118663327439888	-0.172683018997296	-0.111028002957640	-0.129830491081575
